SampType,ParkCode,NETNCode,Description,Latitude,Longitude,Date,SampEventCode,Year,Rep,Depth_m,Temp_C,DO_mgL,DO_PerSat,pH,SpCond,Turbidity,Discharge,pH,ANC,AppColor,DOC,TP,TN,NO3,NO2,NH3,NO3_ueqL,Cl,SO4
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.76273,-73.920387,5/22/2007,2297,2007,,0.23,15.15,9.11,90.8,8.03,548,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762707,-73.920471,6/12/2007,2305,2007,,0.20,20.74,8.28,92.5,8.04,577,,0.754,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,7/10/2007,2296,2007,,0.18,25.58,7.44,91.2,7.79,639,,0.262,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762737,-73.920555,8/8/2007,2309,2007,,0.16,22.05,6.84,78.5,8.15,557,,0.379,8.16,3188.00,39,,60,1.17,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762737,-73.920555,8/8/2007,2309,2007,,0.16,22.05,6.84,78.5,8.15,557,,0.379,,,15,,63,1.23,,0.006,0.023,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762627,-73.920509,9/6/2007,2310,2007,,0.30,16.42,8.85,90.5,8.29,436,,0.141,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762619,-73.919937,10/3/2007,2303,2007,,0.09,14.91,8.37,83,8.03,666,,0.131,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,6/13/2008,2517,2008,,0.30,17.8,8.69,91.6,8.08,640,,0.609,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762928,-73.920502,7/18/2008,2518,2008,,0.18,20.7,7.68,85.8,8.01,594,,0.706,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762959,-73.920326,8/27/2008,2298,2008,,0.20,15,9.37,93.1,8.23,659,,,8.19,3830.00,11,,54,1.09,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762814,-73.920029,9/19/2008,2307,2008,,0.38,12.32,9.8,91.7,8.18,636,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.762779,-73.920471,10/10/2008,2519,2008,,0.27,12.22,8.87,82.9,7.93,653,,0.683,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,5/13/2009,4009,2009,,0.33,11.35,10.14,92.8,7.92,439,,3.6,7.96,2630.00,35,,32,0.629,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,6/23/2009,4029,2009,,0.89,20.14,7.95,87.8,7.65,339,,15.809,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,7/30/2009,4040,2009,,0.10,20.33,7.81,86.5,7.74,440,,3.192,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,8/27/2009,4095,2009,,0.14,18.46,8.24,87.9,7.97,517,,1.317,8.12,3160.00,25,,38,1.01,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,9/22/2009,4066,2009,,0.30,15.82,9.15,92.5,8.06,688,,0.327,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,10/15/2009,4127,2009,,0.24,6.8,11.63,95.5,8.11,662,,0.3068,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,5/13/2010,4181,2010,,0.36,8.75,10.91,93.9,7.93,452,,1.751,8.08,2770.00,38,,39,0.727,,0.0054,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,6/10/2010,4207,2010,,0.17,14.43,9.5,93.2,8.21,598,,1.037,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,7/22/2010,4239,2010,,0.19,20.31,7.58,84.1,8.13,752,,0.163,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,8/26/2010,4271,2010,,0.32,18.67,8.2,88,8,626,,,8.1,3110.00,30,,54,1.25,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,9/15/2010,4294,2010,,0.17,15.75,8.84,89.3,8.07,851,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,10/12/2010,4316,2010,,0.31,13.96,9.16,88.9,7.76,626,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,5/18/2011,4371,2011,,0.35,15.06,8.82,87.6,7.58,299,,14.965,7.73,1820.00,77,,44,0.481,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,6/16/2011,4344,2011,,0.17,18.51,8.5,90.9,8.02,565,,1.404,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,7/13/2011,4392,2011,,0.33,22.3,7.08,81.6,7.95,603,,1.088,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,8/10/2011,4507,2011,,0.13,21.6,8.05,91.5,8.04,581,,1.25,8.07,3230.00,21,,45,0.869,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,8/10/2011,4507,2011,,0.28,21.64,7.6,86.5,8.05,582,,1.25,8.07,3230.00,21,,45,0.869,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,9/13/2011,4542,2011,,0.31,19.24,8.26,89.6,7.64,393,,7.678,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,10/20/2011,4562,2011,,0.19,13.3,8.62,82.4,7.5,380,,6.688,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,5/21/2012,4612,2012,,0.53,14.35,9.14,89.5,7.91,566,1.51,1.372,8.06,3330.00,25,2.92,35,0.927,0.691,<MRL 0.005,<MRL 0.08,49,1982,322
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.76272964,-73.92050171,6/20/2012,4639,2012,,0.57,19.35,8.59,93.4,7.91,559,0.82,1.534,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.76268387,73.92037964,7/24/2012,4646,2012,,0.08,20.15,8.33,92.1,7.98,653,3.97,0.808,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.76279449,-73.92036438,8/21/2012,4674,2012,,0.24,15.93,9.16,92.8,8.12,664,0.2,0.457,8.32,3710.00,12,1.9,43,1.12,0.874,<MRL 0.005,<MRL 0.08,62,2368,452
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.76263428,-73.92044067,9/25/2012,4689,2012,,0.39,9.69,11.23,98.9,7.99,608,0.03,0.465,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.76259995,-73.92048645,11/1/2012,4740,2012,,0.14,7.06,10.29,85,7.7,506,0.55,1.769,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7627,-73.9205,5/30/2013,4755,2013,,0.32,16.97,8.66,89.7,7.85,556,1.16,1.473,8.2,3180.00,28,3.16,43,0.91,0.705,<MRL 0.005,<MRL 0.08,50,1887,333
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9205,6/19/2013,4785,2013,,0.41,16.5,8.99,92.2,7.78,419,1.12,4.309,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9204,7/17/2013,4808,2013,,0.12,23.89,7.49,88.9,7.86,593,1.89,1.615,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7626,-73.9199,8/22/2013,4823,2013,,0.28,19.2,8.47,91.8,7.94,614,0.35,0.988,8.24,3590.00,15,2.65,43,1.13,0.973,<MRL 0.005,<MRL 0.08,69,2048,371
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9204,9/25/2013,4851,2013,,0.42,11.1,10.16,92.5,8.03,708,1.06,0.423,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9203,10/23/2013,4873,2013,,0.53,9.09,9.78,84.9,7.81,635,0.39,0.726,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9203,5/7/2014,388,2014,,0.11,11.63,10.39,95.7,7.84,398,0.91,5.96,8.1,2440.00,30,3.73,15,0.357,0.120,<MRL 0.005,<MRL 0.08,8.5,1284,232
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9204,6/4/2014,299,2014,,0.12,19.91,8.08,88.8,7.87,500,2.2,1.544,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),0,0,7/22/2014,321,2014,,0.11,22.63,7.76,90,7.6,507,1.5,2.854,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7626,-73.9204,8/18/2014,337,2014,,0.18,18.35,8.52,90.8,8.15,700,0.39,0.338,8.39,4039.50,10,1.82,68.1,1.595,1.509,<MRL .001,0.018,107,2904,478
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7627,-73.9204,9/16/2014,357,2014,,0.11,14.69,10.14,100.1,8.2,695,0.78,0.07,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7627,-73.9203,10/14/2014,371,2014,,0.00,15.45,7.98,80.1,7.81,708,1.67,0,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7627,-73.9205,5/19/2015,4955,2015,,0.09,16.77,8.74,90.1,7.9,502,1.79,2.63,8.076,2727.09,75.833,4.324,59.4,0.735,1.062,0.0045,<MRL 0.005,75.3337301587302,3907.02857142857,635.74375
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7627,-73.9204,6/24/2015,4980,2015,,0.19,20.97,8.11,91.1,7.82,466,1.22,3.859,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9204,7/15/2015,4993,2015,,0.22,20.75,8.48,94.8,8.07,617,0.08,1.064,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7626,-73.9205,8/17/2015,3752,2015,,0.14,23.17,7.88,92.3,8.06,712,0.2,0.326,8.284,3741.75,10.41,2.2,80.5,1.24,2.045,0.0019,<MRL 0.01,145,3350,191
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7629,-73.9204,9/22/2015,3772,2015,,0.06,15.41,9.94,99.6,8.24,747,0.23,0.193,,,,,,,,,,,,
NETNStreams,ROVA,ROVASE,Maritje Kill (Stream E),41.7628,-73.9204,10/20/2015,3788,2015,,0.08,7.36,10.29,85.7,7.91,771,0.28,0.269,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795475,-73.939606,5/24/2006,2292,2006,,0.41,12.97,10.59,100.6,8.26,294,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795395,-73.93898,6/21/2006,2286,2006,,0.27,21.33,9.11,102.9,8.31,330,,17.358,,2040.00,15,,30,0.69,,0.004,0.019,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79562,-73.938995,7/18/2006,2290,2006,,0.63,24.09,8.2,97.7,8.01,376,,8.227,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79541,-73.939072,8/16/2006,2284,2006,,0.39,20.07,8.87,97.7,8.02,409,,3.862,,2440.00,18,,40,0.67,,0.002,0.014,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795498,-73.939064,9/20/2006,2283,2006,,0.34,16.75,9.71,100,8.18,305,,21.762,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795521,-73.939293,10/18/2006,2281,2006,,0.14,10.81,10.95,99,8.21,351,,15.007,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795475,-73.939072,4/18/2007,2280,2007,,0.57,7.19,12.24,101.3,7.92,199,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795555,-73.939095,5/23/2007,2289,2007,,0.46,14.8,10.28,101.6,8.2,371,,12.967,8.1138,2219.96,10,,29,0.89,,0.007,0.023,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795128,-73.938957,6/13/2007,2288,2007,,0.39,20.46,8.5,94.4,8.16,417,,7.394,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795475,-73.939369,7/11/2007,2287,2007,,0.34,24.64,7.33,88.2,7.98,423,,4.474,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795605,-73.939201,8/8/2007,2285,2007,,0.14,23.72,7.25,85.8,8.05,465,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795532,-73.939194,9/6/2007,2291,2007,,0.37,19.08,8.91,96.3,8.07,484,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79557,-73.939072,10/3/2007,2282,2007,,0.11,16.56,9.26,95,8.17,408,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795448,-73.939194,5/13/2008,2513,2008,,0.44,15.44,9.95,99.7,8.33,354,,17.977,8.18,1974.00,29,,22,0.456,,<MRL 0.005,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795437,-73.93914,6/12/2008,2515,2008,,0.32,24.35,8.44,101,8.25,400,,7.766,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795486,-73.939148,7/17/2008,2516,2008,,0.23,24.08,8.03,95.6,8.15,408,,9.91359,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.794933,-73.93692,8/26/2008,2293,2008,,0.28,20.31,9.25,102.5,8.45,441,,,8.37,2330.00,19,,41,0.562,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,9/18/2008,2294,2008,,0.40,17.86,9.74,102.7,8.19,429,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795029,-73.938911,10/9/2008,2514,2008,,0.26,14.19,9.95,97.1,8.02,425,,4.65866,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.795631,-73.939072,5/13/2009,4013,2009,,0.50,15.42,10.35,103.7,8.27,349,,23.59,8.2,1890.00,32,,26,0.473,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,6/23/2009,4112,2009,,0.60,17.94,9.81,103.6,7.99,262,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,7/30/2009,4042,2009,,0.29,21.33,8.82,99.7,8.07,401,,23.004,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,8/26/2009,4131,2009,,0.26,22.36,8.35,96.2,8.21,401,,16.1203,8.19,2340.00,31,,41,0.666,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,9/23/2009,4068,2009,,0.20,16.94,9.23,95.6,7.99,488,,4.183,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,10/16/2009,4083,2009,,0.25,7.19,11.58,95.9,8.56,472,,3.542,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,5/13/2010,4182,2010,,0.39,10.53,11.45,102.9,8.17,414,,11.9067,8.13,2270.00,25,,27,0.684,,0.0059,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,6/10/2010,4209,2010,,0.10,16.77,9.08,93.6,8.12,440,,5.218,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,6/10/2010,4209,2010,,0.20,16.9,9.12,94.3,8.16,442,,5.218,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,7/21/2010,4253,2010,,0.13,24.7,7.46,89.9,8.06,536,,1.218,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,8/26/2010,4272,2010,,0.27,19.76,8.78,96.3,8.12,444,,4.76,8.04,2000.00,29,,59,0.644,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,9/16/2010,4298,2010,,0.20,15.19,9.26,92.3,8.04,631,,0.698,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,10/13/2010,4320,2010,,0.42,11.43,10.54,96.7,7.999,409,,9.477,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,5/18/2011,4360,2011,,0.36,14.41,10.5,102.9,8.06,313,,64.439,7.99,1750.00,68,,38,0.619,,0.006,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,6/17/2011,4351,2011,,0.26,18.7,9.4,100.9,8.17,380,,18.406,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,7/14/2011,4398,2011,,0.43,22.26,8.74,100.6,8.35,431,,10.356,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,8/11/2011,4519,2011,,0.31,22.13,8.49,97.4,8.32,396,,7.996,8.21,2230.00,27,,46,0.626,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,8/11/2011,4519,2011,,0.32,22.06,8.67,99.3,8.28,398,,7.996,8.21,2230.00,27,,46,0.626,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,9/14/2011,4537,2011,,0.46,17.62,9.7,101.7,8.1,348,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,10/21/2011,4558,2011,,0.66,12.32,10.77,100.8,8.06,306,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),0,0,5/22/2012,4617,2012,,0.69,15.31,9.89,98.8,7.99,342,1.2,,7.97,2120.00,59,3.91,75,0.741,0.353,0.0093,<MRL 0.08,25,1002,192
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79541016,-73.93909454,6/21/2012,4629,2012,,0.38,21.14,8.88,100,8.15,376,1.08,13.81,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79554749,-73.9390564,7/26/2012,4644,2012,,0.26,19.72,8.78,96.1,8.08,377,0.54,7.068,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7955513,-73.93904114,8/20/2012,4670,2012,,0.27,17.31,9.45,98.5,8.05,369,0.41,4.247,8.16,2340.00,25,3.16,56,0.555,0.296,<MRL 0.005,<MRL 0.08,21,1021,240
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79551697,-73.93888092,9/24/2012,4696,2012,,0.76,12.9,11.2,106.2,8.3,351,0.47,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.79537201,-73.93902588,11/1/2012,4744,2012,,0.33,8.17,11.66,99,8.25,371,0.71,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7956,-73.939,5/29/2013,4751,2013,,0.20,17.59,9.94,104.2,8.5,394,0.86,,8.28,2240.00,35,3.42,41,0.694,0.479,0.0053,<MRL 0.08,34,1317,226
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7954,-73.9391,6/19/2013,4788,2013,,0.37,16.42,9.97,102,8,311,1.51,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7955,-73.9392,7/17/2013,4811,2013,,0.07,25.76,8.19,100.6,8.21,401,0.65,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7955,-73.9394,8/21/2013,4828,2013,,0.17,20.96,9.26,103.9,8.2,378,0.7,,8.34,2270.00,27,2.81,27,0.67,0.494,<MRL 0.005,<MRL 0.08,35,1118,230
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7955,-73.9391,9/24/2013,4848,2013,,0.33,14.62,10.38,102.2,8.17,393,0.84,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASC,Upper Crum Elbow Creek (Stream C),41.7956,-73.9391,10/22/2013,4874,2013,,0.45,12.04,10.61,98.7,7.89,451,0.66,0.704,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770172,-73.938217,5/24/2006,2314,2006,,0.31,11.54,10.27,94.4,8.11,577,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769871,-73.938431,6/21/2006,2321,2006,,0.33,18.4,8.88,94.7,8.14,441,,0.343,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769871,-73.938011,7/18/2006,2324,2006,,0.23,22.99,8.07,94.2,8.08,677,,0.249,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770058,-73.938263,8/16/2006,2318,2006,,0.28,19.79,8.92,97.8,8.06,685,,0.239,,3340.00,10,,50,2.69,,0.001,0.007,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770153,-73.938393,9/20/2006,2316,2006,,0.11,16.88,9.18,94.9,8.06,659,,0.359,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),38.582729,-68.579918,10/18/2006,2323,2006,,0.04,12.37,10.15,95.1,8.05,538,,0.449,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770195,-73.938591,4/18/2007,2320,2007,,0.54,6.99,12.01,99,7.97,434,,3.451,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769867,-73.938347,5/23/2007,2326,2007,,0.35,13.49,10.15,97.5,8.15,643,,0.536,,,5,,39,3.27,,0.009,0.011,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769867,-73.938347,5/23/2007,2326,2007,,0.35,13.49,10.15,97.5,8.15,643,,0.536,8.2094,3195.00,14,,38,3.28,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,6/13/2007,2317,2007,,0.25,17.5,9.04,94.6,8.07,699,,0.328,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769997,-73.938232,7/11/2007,2327,2007,,0.16,21.73,8.39,95.6,8.16,700,,0.198,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770004,-73.938194,8/7/2007,2328,2007,,0.22,21.76,8.42,96,8.02,692,,0.196,8.28,3571.70,8,,59,2.51,,0.001,<MRL 0.02,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769989,-73.938332,9/5/2007,2322,2007,,0.25,17.87,9.21,97.2,7.97,707,,0.128,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,10/2/2007,2315,2007,,0.17,15.25,9.81,98,7.85,701,,0.767,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770164,-73.938217,5/14/2008,2522,2008,,0.44,11.74,10.36,95.8,8.13,662,,0.455,8.18,3100.00,11,,22,2.76,,0.0074,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770164,-73.938217,5/14/2008,2522,2008,,0.44,11.74,10.36,95.8,8.13,662,,0.455,8.18,3106.00,10,,23,2.82,,0.0074,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.76997,-73.938293,6/12/2008,2520,2008,,0.20,20.46,8.35,92.8,8.06,717,,0.222,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769917,-73.938179,7/18/2008,2521,2008,,0.18,20.62,8.51,94.9,8.13,732,,0.24127,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769814,-73.938278,8/26/2008,2319,2008,,0.19,17.48,9.36,98,8.22,753,,,8.31,3580.00,9,,64,2.25,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.770039,-73.938286,9/18/2008,2325,2008,,0.24,16.14,9.47,96.4,8.12,716,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.76997,-73.938293,10/10/2008,2523,2008,,0.31,12.44,10.01,94,8.11,778,,0.24863,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),41.769981,-73.938332,5/13/2009,4012,2009,,0.33,12.67,10.54,99.4,8.13,702,,0.479,8.1,3040.00,14,,28,2.04,,0.0093,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,6/23/2009,4027,2009,,0.29,17.94,9.09,96.1,8.03,548,,0.976,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,7/29/2009,4039,2009,,0.14,19.64,9.01,98.5,8.04,710,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,8/26/2009,4159,2009,,0.12,20.24,8.56,94.7,8.08,683,,0.434,8.22,3350.00,15,,44,2.77,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,9/22/2009,4065,2009,,0.16,14.84,9.9,98.1,8.07,788,,0.234,,,,,,,,,,,,
NETNStreams,ROVA,ROVASB,Upper FDR Brook (Stream B),0,0,10/15/2009,4123,2009,,0.15,8.21,10.78,91.7,8.44,759,,0.3499,,,,,,,,,,,,
